id,pno,sku_id,item_sku_key,ad_channel,ad_report_mark,mark_type,mark_type_desc,mark_time,deleted,create_time,update_time,operator_name,operator_user_id
32979,SMS019299796N,null,SMS019299796N,facebook,bad-with-trans:tail,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
32980,SMC022790311N,null,SMC022790311N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
32981,SMC022455686N,null,SMC022455686N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
32982,SGS022684391N,null,SGS022684391N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
32983,SGS022674713N,null,SGS022674713N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
32984,SFT022751866N,null,SFT022751866N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
32985,SFS022681775N,null,SFS022681775N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
32986,SFS022455965N,null,SFS022455965N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
32987,SFS022450072N,null,SFS022450072N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
32988,SFS022447699N,null,SFS022447699N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
32989,SFE022578950N,null,SFE022578950N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
32990,SCS023006064N,null,SCS023006064N,facebook,bad-with-trans:top,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
32991,SCB024300466N,null,SCB024300466N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
32992,SCB023826146N,null,SCB023826146N,facebook,bad-low-site-usage,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
32993,SCB019318685N,null,SCB019318685N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
32994,SBA022690500N,null,SBA022690500N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
32995,PFD024031689N,null,PFD024031689N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
32996,PDS022848771N,null,PDS022848771N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
32997,PCS021419564N,null,PCS021419564N,facebook,bad-low-site-usage,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
32998,MWI017949269N,null,MWI017949269N,facebook,bad-with-trans:top,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
32999,MWB016825426N,null,MWB016825426N,facebook,bad-with-trans:middle,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33000,MTT023703515N,null,MTT023703515N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33001,MSW022136473N,null,MSW022136473N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33002,MSU022892138N,null,MSU022892138N,facebook,bad-with-trans:top,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33003,MSU022201188N,null,MSU022201188N,facebook,bad-with-trans:middle,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33004,MSU021428820N,null,MSU021428820N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33005,MMA023662973N,null,MMA023662973N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33006,MMA022674522N,null,MMA022674522N,facebook,bad-with-trans:middle,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33007,MJE021877229N,null,MJE021877229N,facebook,bad-with-trans:middle,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33008,MJE016804562N,null,MJE016804562N,facebook,bad-with-trans:top,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33009,MJA023779186N,null,MJA023779186N,facebook,bad-with-trans:middle,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33010,MJA022606757N,null,MJA022606757N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33011,MFD022564107N,null,MFD022564107N,facebook,bad-with-trans:tail,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33012,MEU021849036N,null,MEU021849036N,facebook,bad-with-trans:tail,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33013,MEB002297424N,null,MEB002297424N,facebook,bad-with-trans:middle,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33014,MEA022793521N,null,MEA022793521N,facebook,bad-with-trans:middle,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33015,MCC022203169N,null,MCC022203169N,facebook,bad-with-trans:tail,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33016,MCC017725603N,null,MCC017725603N,facebook,bad-with-trans:middle,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33017,MBS022198876N,null,MBS022198876N,facebook,bad-with-trans:tail,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33018,MBE022166241N,null,MBE022166241N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33019,MBE021278265N,null,MBE021278265N,facebook,bad-with-trans:tail,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33020,LLI022288054N,null,LLI022288054N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33021,LLI022097703N,null,LLI022097703N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33022,LLI021786078N,null,LLI021786078N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33023,HSF022830688N,null,HSF022830688N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33024,HLR022517369N,null,HLR022517369N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33025,HLO022418272N,null,HLO022418272N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33026,HLC022784872N,null,HLC022784872N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33027,HET022487057N,null,HET022487057N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33028,HET022457774N,null,HET022457774N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33029,HET021238763N,null,HET021238763N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33030,HCA023619448N,null,HCA023619448N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33031,HCA022602458N,null,HCA022602458N,facebook,bad-with-trans:middle,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33032,HAV022032517N,null,HAV022032517N,facebook,bad-low-site-usage,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33033,HAP024329359N,null,HAP024329359N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33034,HAP023171211N,null,HAP023171211N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33035,HAP022209793N,null,HAP022209793N,facebook,bad-with-trans:tail,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33036,ESD023413610N,null,ESD023413610N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33037,ESD022417182N,null,ESD022417182N,facebook,bad-with-trans:middle,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33038,ESD021192221N,null,ESD021192221N,facebook,bad-with-trans:tail,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33039,EMP023503710N,null,EMP023503710N,facebook,bad-low-site-usage,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33040,EMP023430060N,null,EMP023430060N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33041,EMP022810654N,null,EMP022810654N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33042,EMP022170351N,null,EMP022170351N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33043,EMP019686207N,null,EMP019686207N,facebook,bad-low-site-usage,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33044,EMP017774559N,null,EMP017774559N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33045,EMP017363929N,null,EMP017363929N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33046,EDP024223463N,null,EDP024223463N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33047,EDP022475867N,null,EDP022475867N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33048,EDA024187580N,null,EDA024187580N,facebook,bad-low-site-usage,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33049,EDA022701541N,null,EDA022701541N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33050,EDA022493293N,null,EDA022493293N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33051,EDA022491815N,null,EDA022491815N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33052,ECO022238550N,null,ECO022238550N,facebook,bad-low-site-usage,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33053,DUN016973686N,null,DUN016973686N,facebook,bad-with-trans:tail,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33054,DTA022238532N,null,DTA022238532N,facebook,bad-low-site-usage,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33055,DTA022140182N,null,DTA022140182N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33056,DTA022101965N,null,DTA022101965N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33057,DSD023150517N,null,DSD023150517N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33058,DSD023011614N,null,DSD023011614N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33059,DSD022187956N,null,DSD022187956N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33060,DKF022266818N,null,DKF022266818N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33061,DHD022459064N,null,DHD022459064N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33062,DHD022458811N,null,DHD022458811N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33063,DHD016939849N,null,DHD016939849N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33064,DHC021818012N,null,DHC021818012N,facebook,bad-with-trans:tail,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33065,DHC016932918N,null,DHC016932918N,facebook,bad-with-trans:tail,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33066,DCL022679616N,null,DCL022679616N,facebook,bad-low-site-usage,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33067,CWA021448220N,null,CWA021448220N,facebook,bad-with-trans:tail,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33068,CSA023562732N,null,CSA023562732N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33069,CNA024159307N,null,CNA024159307N,facebook,bad-low-site-usage,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33070,CNA022765240N,null,CNA022765240N,facebook,bad-low-site-usage,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33071,CNA022391854N,null,CNA022391854N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33072,CNA021390856N,null,CNA021390856N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33073,CHI021248797N,null,CHI021248797N,facebook,bad-low-site-usage,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33074,CHA018054709N,null,CHA018054709N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33075,CGL016803234N,null,CGL016803234N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33076,CCR024299906N,null,CCR024299906N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33077,CCR021819746N,null,CCR021819746N,facebook,bad-with-trans:middle,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33078,CCR021507912N,null,CCR021507912N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33079,BNA022894634N,null,BNA022894634N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33080,BIC022250167N,null,BIC022250167N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33081,BFB023848337N,null,BFB023848337N,facebook,bad-with-trans:top,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33082,AMA022451577N,null,AMA022451577N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33083,AHE022517099N,null,AHE022517099N,facebook,bad-with-trans:tail,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33084,ACP022968440N,null,ACP022968440N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33085,ACP022451526N,null,ACP022451526N,facebook,bad-low-site-usage,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33086,ACP022408441N,null,ACP022408441N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33087,ACP021783922N,null,ACP021783922N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33088,ACE021858746N,null,ACE021858746N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33089,AAV022412162N,null,AAV022412162N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33090,XXX023624957N,null,XXX023624957N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33091,XXX022850991N,null,XXX022850991N,facebook,bad-with-trans:tail,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33092,XXX022666621N,null,XXX022666621N,facebook,bad-with-trans:middle,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33093,XXX022343757N,null,XXX022343757N,facebook,bad-with-trans:tail,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33094,XXX021777829N,null,XXX021777829N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33095,XXX021736169N,null,XXX021736169N,facebook,bad-with-trans:tail,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33096,XXX021715045N,null,XXX021715045N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33097,XXX021714915N,null,XXX021714915N,facebook,bad-with-trans:middle,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33098,XXX021653151N,null,XXX021653151N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33099,XXX000500568N,null,XXX000500568N,facebook,bad-with-trans:middle,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33100,WWT023041304N,null,WWT023041304N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33101,WWS021763458N,null,WWS021763458N,facebook,bad-with-trans:tail,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33102,WWO021066014N,null,WWO021066014N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33103,WWO020754169N,null,WWO020754169N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33104,WWC017682360N,null,WWC017682360N,facebook,bad-with-trans:tail,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33105,WWB016776641N,null,WWB016776641N,facebook,bad-with-trans:tail,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33106,WWA016915638N,null,WWA016915638N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33107,WSK022486289N,null,WSK022486289N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33108,WSK016902909N,null,WSK016902909N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33109,WLS021975645N,null,WLS021975645N,facebook,bad-with-trans:middle,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33110,WLS021940032N,null,WLS021940032N,facebook,bad-with-trans:middle,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33111,WLS021874959N,null,WLS021874959N,facebook,bad-with-trans:tail,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33112,WLS021120789N,null,WLS021120789N,facebook,bad-with-trans:tail,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33113,WDR023949399N,null,WDR023949399N,facebook,bad-with-trans:middle,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33114,WDR023463705N,null,WDR023463705N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33115,WDR021242530N,null,WDR021242530N,facebook,bad-with-trans:middle,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33116,WDR020986290N,null,WDR020986290N,facebook,bad-with-trans:tail,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33117,WDR020644549N,null,WDR020644549N,facebook,bad-with-trans:middle,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33118,WDR016938752N,null,WDR016938752N,facebook,bad-with-trans:middle,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33119,WDR004365708N,null,WDR004365708N,facebook,bad-with-trans:tail,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33120,WCO022288638N,null,WCO022288638N,facebook,bad-with-trans:tail,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33121,WBL022302904N,null,WBL022302904N,facebook,bad-with-trans:middle,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33122,WBL016931094N,null,WBL016931094N,facebook,bad-with-trans:middle,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33123,UPH023271865N,null,UPH023271865N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33124,UPH022504228N,null,UPH022504228N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33125,UPA023537857N,null,UPA023537857N,facebook,bad-with-trans:top,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33126,UPA022488175N,null,UPA022488175N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33127,UEU016938677N,null,UEU016938677N,facebook,bad-no-trans,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
33128,UBS022882661N,null,UBS022882661N,facebook,bad-with-trans:middle,01,机器,2022-10-04 00:00:00,0,2022-10-05 01:54:19,2022-10-05 01:54:19,null,null
