id,pno,sku_id,item_sku_key,item_pic,ad_channel,ad_report_mark,mark_type,mark_type_desc,handle_status,handle_status_desc,mark_time,latest_seven_cost,total_users,total_purchase,total_cost,total_exist_days,deleted,create_time,update_time,operator_name,operator_user_id,total_gmv,total_impression,imp_per_purchase,avg_daily_impression,impressions_per_add_cart,impressions_per_detail_view,latest_seven_impression,latest_seven_gmv,latest_seven_purchase,status,availability,forbid_handle_time
1,XXX023671238N,null,XXX023671238N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/07/15/57-t-980ab02f-87d0-428c-a0fc-bd9f4f8f3a44.jpg,facebook,bad-with-trans:top,01,机器,02,未处理,2022-11-10 00:00:00,23.15,16536,285,12721.39,96,0,2022-09-29 13:05:20,2022-11-11 02:03:16,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2,XXX022854922N,null,XXX022854922N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/05/23/d301b9c6-4f63-4d4f-b710-d68ba9117ff3.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-11-10 00:00:00,0.23,190,0,37.05,111,0,2022-09-29 13:05:20,2022-11-11 02:03:16,null,null,null,null,null,null,null,null,null,null,null,null,null,null
3,XXX022606603N,null,XXX022606603N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/03/02/53ab3a21-9d93-4d22-97fa-ef0c0e7fb3bb.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-11-10 00:00:00,0.00,284,0,64.17,32,0,2022-09-29 13:05:20,2022-11-11 02:03:16,null,null,null,null,null,null,null,null,null,null,null,null,null,null
5,XXX021670925N,null,XXX021670925N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/10/f31e6c8d-3072-4b9b-88cd-1ad9484e183a.jpg,facebook,bad-low-site-usage,01,机器,01,已处理,2022-11-10 00:00:00,0.00,133,0,7.45,95,0,2022-09-29 13:05:20,2022-11-11 02:03:16,null,null,null,null,null,null,null,null,null,null,null,null,null,null
6,XXX021665760N,null,XXX021665760N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/10/14311b44-cdfa-4da1-bf4d-afa8fb16f464.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-10-09 00:00:00,2.68,42,0,49.21,84,0,2022-09-29 13:05:20,2022-10-10 05:58:19,null,null,null,null,null,null,null,null,null,null,null,null,null,null
7,XXX021653970N,null,XXX021653970N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/09/15645e31-65e5-4184-9731-49b6f160d537.jpg,facebook,bad-with-trans:tail,01,机器,01,已处理,2022-10-20 00:00:00,317.98,4294,34,1647.22,88,0,2022-09-29 13:05:20,2022-10-21 02:11:27,null,null,null,null,null,null,null,null,null,null,null,null,null,null
8,XXX000500568N,null,XXX000500568N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/11/cb30d16d-7ec2-4486-b0ba-aef80ac882d6.jpg,facebook,bad-with-trans:middle,01,机器,01,已处理,2022-10-17 00:00:00,0.00,813,6,2055.67,65,0,2022-09-29 13:05:20,2022-10-18 07:07:29,null,null,null,null,null,null,null,null,null,null,null,null,null,null
9,WWB023452599N,null,WWB023452599N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/07/06/53-t-e2ff1dfd-766d-43c7-81f6-8051de0468f6.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-10-17 00:00:00,2.3,40,0,84.47,84,0,2022-09-29 13:05:20,2022-10-18 02:10:26,null,null,null,null,null,null,null,null,null,null,null,null,null,null
10,WSS021499129N,null,WSS021499129N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/10/ba51eb66-978c-4a81-980c-57061b1a5b7d.jpg,facebook,bad-with-trans:tail,01,机器,01,已处理,2022-10-17 00:00:00,28.3,930,12,631.83,91,0,2022-09-29 13:05:20,2022-10-18 07:07:46,null,null,null,null,null,null,null,null,null,null,null,null,null,null
15,WDR017833401N,null,WDR017833401N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/11/b3e64ced-7e32-4953-9c00-56d4ae356cc4.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-11-10 00:00:00,0.00,19,0,13.06,111,0,2022-09-29 13:05:20,2022-11-11 02:03:16,null,null,null,null,null,null,null,null,null,null,null,null,null,null
16,WDR016955511N,null,WDR016955511N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/08/a768cfbf-952f-4dd1-a46b-9867003d1214.jpg,facebook,bad-with-trans:top,01,机器,02,未处理,2022-11-10 00:00:00,0.00,2597,10,561.54,14,0,2022-09-29 13:05:20,2022-11-11 02:03:16,null,null,null,null,null,null,null,null,null,null,null,null,null,null
17,WDR016920087N,null,WDR016920087N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/03/10/3f2ae249-52c6-4c7d-bc3f-d7bcc2b30d02.jpg,facebook,bad-with-trans:tail,01,机器,01,已处理,2022-10-17 00:00:00,0.00,2196,6,548.02,32,0,2022-09-29 13:05:20,2022-10-18 07:07:46,null,null,null,null,null,null,null,null,null,null,null,null,null,null
18,WDR016651447N,null,WDR016651447N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/08/1e59d9f8-8881-4ad9-a1ff-88e76b619c38.jpg,facebook,bad-with-trans:middle,01,机器,01,已处理,2022-10-21 00:00:00,36.74,13899,132,3834.31,96,0,2022-09-29 13:05:20,2022-10-22 02:03:44,null,null,null,null,null,null,null,null,null,null,null,null,null,null
23,TIT023268406N,null,TIT023268406N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/07/01/26-t-35451942-8a26-47b3-9f4a-8d5e9915f95e.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-10-17 00:00:00,0.00,44,0,77.03,24,0,2022-09-29 13:05:20,2022-10-18 02:10:26,null,null,null,null,null,null,null,null,null,null,null,null,null,null
24,THP022545193N,null,THP022545193N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/02/21/d657d927-bdb9-4bff-9512-87ecb263c92f.jpg,facebook,bad-low-site-usage,01,机器,01,已处理,2022-11-10 00:00:00,0.01,39,0,6.32,111,0,2022-09-29 13:05:20,2022-11-11 02:03:16,null,null,null,null,null,null,null,null,null,null,null,null,null,null
25,TET022464069N,null,TET022464069N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/01/24/34aa0a91-61d4-4229-9908-958f525709f2.jpg,facebook,bad-with-trans:tail,01,机器,01,已处理,2022-10-17 00:00:00,181.97,1235,19,1272.78,92,0,2022-09-29 13:05:20,2022-10-18 07:07:46,null,null,null,null,null,null,null,null,null,null,null,null,null,null
26,TET018051071N,null,TET018051071N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/12/a563a201-85d6-43c3-9fb0-cef20626153f.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-10-17 00:00:00,0.14,18,0,3.49,87,0,2022-09-29 13:05:20,2022-10-18 02:10:26,null,null,null,null,null,null,null,null,null,null,null,null,null,null
27,TER022849147N,null,TER022849147N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/05/19/fbc250b1-d639-45f4-8b5e-d657e4ebf705.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-10-17 00:00:00,0.00,36,0,69.44,34,0,2022-09-29 13:05:20,2022-10-18 02:10:26,null,null,null,null,null,null,null,null,null,null,null,null,null,null
28,TDO022787495N,null,TDO022787495N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/11/13b7bb2a-09f2-4d54-9bea-4f46c192dad5.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-10-17 00:00:00,0.92,105,0,33.33,92,0,2022-09-29 13:05:20,2022-10-18 02:10:26,null,null,null,null,null,null,null,null,null,null,null,null,null,null
29,SYF022114928N,null,SYF022114928N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/09/696eaace-54fe-4ce3-8501-39114b75f8d6.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-11-10 00:00:00,0.00,164,0,10.78,27,0,2022-09-29 13:05:20,2022-11-11 02:03:16,null,null,null,null,null,null,null,null,null,null,null,null,null,null
31,SWS024324646N,null,SWS024324646N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/09/05/18-t-75b1ba20-4a1b-48db-a319-19d8c1060459.jpg,facebook,bad-with-trans:middle,01,机器,01,已处理,2022-11-10 00:00:00,0.00,631,9,351.84,19,0,2022-09-29 13:05:20,2022-11-11 02:03:16,null,null,null,null,null,null,null,null,null,null,null,null,null,null
32,SWS022606124N,null,SWS022606124N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/03/02/3b30a1a5-9a63-4408-9311-8cb073429e0e.jpg,facebook,bad-with-trans:tail,01,机器,01,已处理,2022-10-17 00:00:00,33.07,1443,11,471.09,78,0,2022-09-29 13:05:20,2022-10-18 07:07:46,null,null,null,null,null,null,null,null,null,null,null,null,null,null
34,SWS022073030N,null,SWS022073030N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/10/c55c7771-2a7a-4348-bf9f-8b212f1be2e8.jpg,facebook,bad-with-trans:middle,01,机器,01,已处理,2022-11-10 00:00:00,0.00,7207,71,2741.9,80,0,2022-09-29 13:05:20,2022-11-11 02:03:16,null,null,null,null,null,null,null,null,null,null,null,null,null,null
35,SWS022055081N,null,SWS022055081N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/09/05b8264c-4c63-461a-a475-4c8e716d1165.jpg,facebook,bad-with-trans:top,01,机器,02,未处理,2022-09-28 00:00:00,1706.75,24707,308,14533.56,73,0,2022-09-29 13:05:20,2022-09-29 13:05:20,null,null,null,null,null,null,null,null,null,null,null,null,null,null
36,SWS021826326N,null,SWS021826326N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/09/73a6dc43-57ad-49cf-83d6-7443bf64865b.jpg,facebook,bad-with-trans:middle,01,机器,01,已处理,2022-10-16 00:00:00,236.89,6508,123,4299.81,91,0,2022-09-29 13:05:20,2022-10-20 02:21:58,null,null,null,null,null,null,null,null,null,null,null,null,null,null
37,SWS021371315N,null,SWS021371315N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/08/7003d3d9-d75d-429c-902c-7fb8b6c87c3c.jpg,facebook,bad-with-trans:tail,01,机器,01,已处理,2022-10-17 00:00:00,0.00,1638,15,692.94,69,0,2022-09-29 13:05:20,2022-10-18 07:07:46,null,null,null,null,null,null,null,null,null,null,null,null,null,null
38,SWS021072788N,null,SWS021072788N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/10/ae72deea-77a4-4c2a-8391-532908d958e0.jpg,facebook,bad-with-trans:middle,01,机器,01,已处理,2022-10-17 00:00:00,110.51,9168,62,2641.63,92,0,2022-09-29 13:05:20,2022-10-18 07:07:29,null,null,null,null,null,null,null,null,null,null,null,null,null,null
39,SWS021072575N,null,SWS021072575N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/09/b413aa3f-1f17-4d63-aad4-46f8d499b0fe.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-10-17 00:00:00,0.00,202,0,61.02,8,0,2022-09-29 13:05:20,2022-10-18 02:10:26,null,null,null,null,null,null,null,null,null,null,null,null,null,null
40,SSR023600340N,null,SSR023600340N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/07/21/24-t-18e89935-ea4c-447c-96a5-9ea120508384.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-10-17 00:00:00,0.00,89,0,53.96,42,0,2022-09-29 13:05:20,2022-10-18 02:10:26,null,null,null,null,null,null,null,null,null,null,null,null,null,null
41,SPR022542945N,null,SPR022542945N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/11/9c2865f3-8308-45e7-8a96-3688b462c27a.jpg,facebook,bad-with-trans:tail,01,机器,01,已处理,2022-10-17 00:00:00,0.00,1150,7,432.1,32,0,2022-09-29 13:05:20,2022-10-18 07:07:46,null,null,null,null,null,null,null,null,null,null,null,null,null,null
42,SPR021610846N,null,SPR021610846N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/13/0cac6713-9cef-492a-9ad8-7752a9223304.jpg,facebook,bad-with-trans:middle,01,机器,01,已处理,2022-10-17 00:00:00,128.94,5810,58,2424.56,92,0,2022-09-29 13:05:20,2022-10-18 07:07:29,null,null,null,null,null,null,null,null,null,null,null,null,null,null
43,SOS019713945N,null,SOS019713945N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/12/ce0eb309-81a8-4091-b027-c0e65dcc45ae.jpg,facebook,bad-with-trans:tail,01,机器,01,已处理,2022-10-10 00:00:00,25.01,1258,7,282.61,85,0,2022-09-29 13:05:20,2022-10-20 02:22:48,null,null,null,null,null,null,null,null,null,null,null,null,null,null
44,SMS022785007N,null,SMS022785007N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/04/18/56cbdbf0-de57-4cf9-934a-1bb224a2751f.jpg,facebook,bad-with-trans:top,01,机器,02,未处理,2022-10-17 00:00:00,535.36,13989,116,8187.87,92,0,2022-09-29 13:05:20,2022-10-18 02:10:26,null,null,null,null,null,null,null,null,null,null,null,null,null,null
47,SMS017000738N,null,SMS017000738N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/08/2eb533f0-0a14-4401-8f6d-2c29c11908cb.jpg,facebook,bad-with-trans:tail,01,机器,01,已处理,2022-10-09 00:00:00,529.37,4262,31,1198.25,82,0,2022-09-29 13:05:20,2022-10-20 02:22:48,null,null,null,null,null,null,null,null,null,null,null,null,null,null
52,SFT022705925N,null,SFT022705925N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/03/17/4cec539e-ee5c-47b5-a1ee-982c173c654c.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-11-10 00:00:00,0.03,97,0,12.67,112,0,2022-09-29 13:05:20,2022-11-11 02:03:16,null,null,null,null,null,null,null,null,null,null,null,null,null,null
53,SFT022705817N,null,SFT022705817N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/03/17/ccb39119-1376-4011-9c13-f5682626daa8.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-10-17 00:00:00,1.02,5,0,22.52,55,0,2022-09-29 13:05:20,2022-10-18 02:10:26,null,null,null,null,null,null,null,null,null,null,null,null,null,null
55,SCB022535319N,null,SCB022535319N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/02/19/01608541-626e-450a-a0d6-e24dcc048902.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-11-10 00:00:00,0.00,77,0,8.94,109,0,2022-09-29 13:05:20,2022-11-11 02:03:16,null,null,null,null,null,null,null,null,null,null,null,null,null,null
56,SBA022217414N,null,SBA022217414N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/03/30/5d383f5f-8fdc-4180-90dc-07f2c4ca7649.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-10-17 00:00:00,1.94,22,0,144.1,92,0,2022-09-29 13:05:20,2022-10-18 02:10:26,null,null,null,null,null,null,null,null,null,null,null,null,null,null
57,PGM018212589N,null,PGM018212589N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/08/bd6e1409-0ec2-4544-9c07-574e93904050.jpg,facebook,bad-low-site-usage,01,机器,02,未处理,2022-10-17 00:00:00,0.40,70,0,18.13,92,0,2022-09-29 13:05:20,2022-10-18 02:10:26,null,null,null,null,null,null,null,null,null,null,null,null,null,null
58,PCS023614850N,null,PCS023614850N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/07/11/55-t-456a23b0-766c-4e83-bd5e-1af1c93a1416.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-11-10 00:00:00,0.00,236,0,57.65,37,0,2022-09-29 13:05:20,2022-11-11 02:03:16,null,null,null,null,null,null,null,null,null,null,null,null,null,null
59,PAW021419892N,null,PAW021419892N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/11/782d4fb1-a052-4599-97d1-b44e849c2ece.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-10-13 00:00:00,0.82,63,0,12.56,81,0,2022-09-29 13:05:20,2022-10-14 02:15:44,null,null,null,null,null,null,null,null,null,null,null,null,null,null
60,PAW020892718N,null,PAW020892718N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/10/567d6967-5997-4b40-b778-44dadbc28ce9.jpg,facebook,bad-low-site-usage,01,机器,01,已处理,2022-11-10 00:00:00,0.00,16,0,2.71,77,0,2022-09-29 13:05:20,2022-11-11 02:03:16,null,null,null,null,null,null,null,null,null,null,null,null,null,null
63,OAL021989660N,null,OAL021989660N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/11/8c251c49-be50-4c2b-aa24-dfda07ce6fbb.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-11-10 00:00:00,0.00,67,0,5.04,106,0,2022-09-29 13:05:20,2022-11-11 02:03:16,null,null,null,null,null,null,null,null,null,null,null,null,null,null
65,MWB016825426N,null,MWB016825426N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/08/47596c29-75ad-45b4-8701-ae778c49690d.jpg,facebook,bad-with-trans:middle,01,机器,01,已处理,2022-10-17 00:00:00,403.17,10406,111,5836.23,92,0,2022-09-29 13:05:20,2022-10-18 07:07:29,null,null,null,null,null,null,null,null,null,null,null,null,null,null
66,MTT022876367N,null,MTT022876367N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/06/06/8548c78e-25d2-42de-a45e-cba7cb466999.jpg,facebook,bad-with-trans:tail,01,机器,01,已处理,2022-11-10 00:00:00,3.54,623,19,818.05,108,0,2022-09-29 13:05:20,2022-11-11 02:03:16,null,null,null,null,null,null,null,null,null,null,null,null,null,null
67,MTT022423163N,null,MTT022423163N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/01/17/8f5cc48b-f79f-4d41-9b2e-ae24d406d6e4.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-11-10 00:00:00,0.18,31,0,59.42,103,0,2022-09-29 13:05:20,2022-11-11 02:03:16,null,null,null,null,null,null,null,null,null,null,null,null,null,null
68,MTT022366890N,null,MTT022366890N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/01/04/20d6dafa-a476-433f-9a29-d5968141375e.jpg,facebook,bad-with-trans:tail,01,机器,01,已处理,2022-11-10 00:00:00,0.00,825,17,478.04,60,0,2022-09-29 13:05:20,2022-11-11 02:03:16,null,null,null,null,null,null,null,null,null,null,null,null,null,null
69,MSU022636809N,null,MSU022636809N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/03/11/ae74cb0c-9cb0-41ea-8219-9839500186ad.jpg,facebook,bad-with-trans:tail,01,机器,01,已处理,2022-10-10 00:00:00,0.00,495,5,322.46,18,0,2022-09-29 13:05:20,2022-10-20 02:22:48,null,null,null,null,null,null,null,null,null,null,null,null,null,null
70,MSU022201188N,null,MSU022201188N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/10/3d0f0f01-dfc3-4b3e-9d07-d9a9ca8c692f.jpg,facebook,bad-with-trans:middle,01,机器,01,已处理,2022-10-17 00:00:00,0.00,1817,11,2845.74,88,0,2022-09-29 13:05:20,2022-10-18 07:07:29,null,null,null,null,null,null,null,null,null,null,null,null,null,null
71,MSU020765459N,null,MSU020765459N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/07/c72d99b7-7687-4b4e-bb34-1802409a0de0.jpg,facebook,bad-with-trans:tail,01,机器,01,已处理,2022-11-10 00:00:00,0.65,3909,33,964.9,116,0,2022-09-29 13:05:20,2022-11-11 02:03:16,null,null,null,null,null,null,null,null,null,null,null,null,null,null
72,MJA024195802N,null,MJA024195802N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/08/12/1-t-6f80baa5-c43d-4381-b373-177a1028b99c.jpg,facebook,bad-with-trans:top,01,机器,01,已处理,2022-11-10 00:00:00,0.00,4050,40,2052.99,21,0,2022-09-29 13:05:20,2022-11-11 02:03:16,null,null,null,null,null,null,null,null,null,null,null,null,null,null
74,MFD022564107N,null,MFD022564107N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/02/23/f9941683-2c7c-40eb-bae5-34a27607d68f.jpg,facebook,bad-with-trans:tail,01,机器,01,已处理,2022-10-10 00:00:00,23.6,410,8,189.37,85,0,2022-09-29 13:05:20,2022-10-20 02:22:36,null,null,null,null,null,null,null,null,null,null,null,null,null,null
75,MET023281851N,null,MET023281851N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/07/01/11-t-bab2a0e5-9381-470b-bf5a-0a4dda29edfa.jpg,facebook,bad-with-trans:tail,01,机器,01,已处理,2022-10-07 00:00:00,26.65,1332,12,607.81,37,0,2022-09-29 13:05:20,2022-10-20 02:22:48,null,null,null,null,null,null,null,null,null,null,null,null,null,null
76,MEB022813368N,null,MEB022813368N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/05/05/7958d653-f337-4c63-bb70-1c760ff14946.jpg,facebook,bad-with-trans:top,01,机器,02,未处理,2022-10-17 00:00:00,694.85,6901,103,9993.01,92,0,2022-09-29 13:05:20,2022-10-18 02:10:26,null,null,null,null,null,null,null,null,null,null,null,null,null,null
77,MDW024019911N,null,MDW024019911N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/08/04/62-t-c3070355-3f32-42b4-ad02-4ee27ff48619.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-10-17 00:00:00,0.00,82,0,85.8,21,0,2022-09-29 13:05:20,2022-10-18 02:10:26,null,null,null,null,null,null,null,null,null,null,null,null,null,null
79,LLI021786078N,null,LLI021786078N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/10/bad0a3c8-eb71-435a-a0f1-fbf5b9e96aa9.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-11-10 00:00:00,0.00,42,0,12.99,95,0,2022-09-29 13:05:20,2022-11-11 02:03:16,null,null,null,null,null,null,null,null,null,null,null,null,null,null
80,HLR022517369N,null,HLR022517369N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/02/16/bac8e993-bb99-40c9-929a-f2f0bf1fbaaa.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-11-10 00:00:00,0.00,22,0,3.62,59,0,2022-09-29 13:05:20,2022-11-11 02:03:16,null,null,null,null,null,null,null,null,null,null,null,null,null,null
81,HFH021850342N,null,HFH021850342N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/12/7a497573-0b1e-462e-85f3-d0eb0aa02499.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-11-10 00:00:00,0.00,43,0,4.55,65,0,2022-09-29 13:05:20,2022-11-11 02:03:16,null,null,null,null,null,null,null,null,null,null,null,null,null,null
82,HET022457774N,null,HET022457774N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/01/21/b9908774-ac99-4f80-9c63-204e81b0fbbd.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-11-10 00:00:00,0.01,35,0,5.08,109,0,2022-09-29 13:05:20,2022-11-11 02:03:16,null,null,null,null,null,null,null,null,null,null,null,null,null,null
83,HCA022835742N,null,HCA022835742N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/05/12/437ea864-bd8a-4387-9a51-716d903279a7.jpg,facebook,bad-low-site-usage,01,机器,02,未处理,2022-10-17 00:00:00,0.45,43,0,11.25,91,0,2022-09-29 13:05:20,2022-10-18 02:10:26,null,null,null,null,null,null,null,null,null,null,null,null,null,null
84,HAV021797568N,null,HAV021797568N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/10/a806d938-f1ff-4379-b1c0-814000919364.jpg,facebook,bad-low-site-usage,01,机器,02,未处理,2022-10-17 00:00:00,0.00,67,0,11.49,60,0,2022-09-29 13:05:20,2022-10-18 02:10:26,null,null,null,null,null,null,null,null,null,null,null,null,null,null
85,HAP022740918N,null,HAP022740918N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/03/23/11766e34-30b8-4dd0-b128-f0edbdc4ff33.jpg,facebook,bad-with-trans:middle,01,机器,01,已处理,2022-11-10 00:00:00,0.94,21946,114,3664.33,114,0,2022-09-29 13:05:20,2022-11-11 02:03:16,null,null,null,null,null,null,null,null,null,null,null,null,null,null
87,ESO021540291N,null,ESO021540291N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/11/bc29457e-e247-45ae-a25f-4c016f825343.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-11-10 00:00:00,0.02,10,0,4.63,114,0,2022-09-29 13:05:20,2022-11-11 02:03:16,null,null,null,null,null,null,null,null,null,null,null,null,null,null
88,ESD021264770N,null,ESD021264770N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/07/12/43-t-3dd4524c-933c-4d57-b824-98654ecdfd06.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-10-17 00:00:00,5.98,81,0,169.07,92,0,2022-09-29 13:05:20,2022-10-18 02:10:26,null,null,null,null,null,null,null,null,null,null,null,null,null,null
89,EMP023620305N,null,EMP023620305N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/07/11/6-t-1477f3c8-29f2-4bd8-bfc3-8c30cb671dfb.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-09-29 00:00:00,10.53,32,0,23.24,20,0,2022-09-29 13:05:20,2022-10-10 05:57:53,null,null,null,null,null,null,null,null,null,null,null,null,null,null
90,EMP022269476N,null,EMP022269476N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/09/2bf31259-bd9d-40b5-849a-65eca19daf44.jpg,facebook,bad-with-trans:tail,01,机器,01,已处理,2022-11-10 00:00:00,0.13,823,11,147.57,114,0,2022-09-29 13:05:20,2022-11-11 02:03:16,null,null,null,null,null,null,null,null,null,null,null,null,null,null
92,EMP021916920N,null,EMP021916920N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/06/02/fdb7e4ba-9c66-45fd-85a1-1726d404f49a.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-10-17 00:00:00,0.00,14,0,2.86,90,0,2022-09-29 13:05:20,2022-10-18 02:10:26,null,null,null,null,null,null,null,null,null,null,null,null,null,null
93,EMP021612796N,null,EMP021612796N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/09/3e39ae10-9c66-4751-8e04-e380647b8607.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-11-10 00:00:00,0.00,84,0,11.85,91,0,2022-09-29 13:05:20,2022-11-11 02:03:16,null,null,null,null,null,null,null,null,null,null,null,null,null,null
94,EDP018788018N,null,EDP018788018N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/09/24369215-c123-4eff-930c-ddd226808fe2.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-10-04 00:00:00,2.17,108,0,44.75,79,0,2022-09-29 13:05:20,2022-10-19 07:14:46,null,null,null,null,null,null,null,null,null,null,null,null,null,null
