id,pno,sku_id,item_sku_key,item_pic,ad_channel,ad_report_mark,mark_type,mark_type_desc,handle_status,handle_status_desc,mark_time,latest_seven_cost,total_users,total_purchase,total_cost,total_exist_days,deleted,create_time,update_time,operator_name,operator_user_id,total_gmv,total_impression,imp_per_purchase,avg_daily_impression,impressions_per_add_cart,impressions_per_detail_view,latest_seven_impression,latest_seven_gmv,latest_seven_purchase,status,availability,forbid_handle_time
982,OAL021808101N,null,OAL021808101N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/12/6b12d651-2a53-4b8d-8133-f03598c8d806.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-10-17 00:00:00,0.65,53,0,24.07,90,0,2022-09-29 13:05:20,2022-10-19 07:13:53,null,null,null,null,null,null,null,null,null,null,null,null,null,null
985,MTT016904993N,null,MTT016904993N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/14/73be2115-8a02-469e-8b14-5eaa1f8e5567.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-11-10 00:00:00,0.00,81,0,78.29,18,0,2022-09-29 13:05:20,2022-11-11 02:03:16,null,null,null,null,null,null,null,null,null,null,null,null,null,null
986,MSW022136473N,null,MSW022136473N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/13/81a0ac63-c243-4b8b-92d5-2206ff1dd701.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-11-10 00:00:00,0.00,88,0,69.12,61,0,2022-09-29 13:05:20,2022-11-11 02:03:16,null,null,null,null,null,null,null,null,null,null,null,null,null,null
987,MSW021764575N,null,MSW021764575N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/09/c46ac872-86f0-4534-9971-cc7c8b928114.jpg,facebook,bad-with-trans:middle,01,机器,01,已处理,2022-10-17 00:00:00,791.45,3250,41,2925.3,92,0,2022-09-29 13:05:20,2022-10-19 07:12:25,null,null,null,null,null,null,null,null,null,null,null,null,null,null
988,MSW016927209N,null,MSW016927209N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/09/dac9a9bf-9e27-4910-826a-e980e96fa041.jpg,facebook,bad-with-trans:top,01,机器,02,未处理,2022-10-16 00:00:00,972.19,9483,168,5337.45,91,0,2022-09-29 13:05:20,2022-10-17 02:08:11,null,null,null,null,null,null,null,null,null,null,null,null,null,null
989,MSH022125032N,null,MSH022125032N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/07/05/28-t-7acae552-aea6-4f18-a29e-bbec1d0a334c.jpg,facebook,bad-with-trans:middle,01,机器,01,已处理,2022-10-17 00:00:00,444.6,3226,54,3576.9,91,0,2022-09-29 13:05:20,2022-10-19 07:12:25,null,null,null,null,null,null,null,null,null,null,null,null,null,null
990,MSH022061534N,null,MSH022061534N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/12/1d9c7f51-c047-4f4a-aa92-5b7efa6861f6.jpg,facebook,bad-with-trans:top,01,机器,02,未处理,2022-10-17 00:00:00,1547.39,11480,188,11224.41,92,0,2022-09-29 13:05:20,2022-10-18 02:10:26,null,null,null,null,null,null,null,null,null,null,null,null,null,null
991,MSH021977845N,null,MSH021977845N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/09/482542a5-fa9a-4840-9f31-e0ebebcd81bf.jpg,facebook,bad-with-trans:top,01,机器,02,未处理,2022-10-17 00:00:00,589.52,9110,141,8991.51,92,0,2022-09-29 13:05:20,2022-10-18 02:10:26,null,null,null,null,null,null,null,null,null,null,null,null,null,null
992,MSH021960253N,null,MSH021960253N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/12/136a1b61-4e50-4fa2-b36c-3f37f9e44a28.jpg,facebook,bad-with-trans:middle,01,机器,01,已处理,2022-10-21 00:00:00,677.96,5773,118,4224.25,96,0,2022-09-29 13:05:20,2022-10-22 02:03:44,null,null,null,null,null,null,null,null,null,null,null,null,null,null
993,MSH021503996N,null,MSH021503996N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/10/65874b8a-4d74-4716-925a-fd3fa3676568.jpg,facebook,bad-with-trans:middle,01,机器,01,已处理,2022-10-17 00:00:00,0.00,525,11,503.59,19,0,2022-09-29 13:05:20,2022-10-19 07:12:25,null,null,null,null,null,null,null,null,null,null,null,null,null,null
994,MSH016831363N,null,MSH016831363N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/03/14/924284ec-3fe9-4b32-af13-36b3a76dfdd7.jpg,facebook,bad-with-trans:tail,01,机器,01,已处理,2022-10-17 00:00:00,0.00,1855,17,1007.52,63,0,2022-09-29 13:05:20,2022-10-19 07:12:57,null,null,null,null,null,null,null,null,null,null,null,null,null,null
997,MJA022054396N,null,MJA022054396N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/11/09d0d0ef-f2ab-4e2b-a255-c26a890cc770.jpg,facebook,bad-with-trans:tail,01,机器,01,已处理,2022-10-17 00:00:00,0.00,1650,8,432.73,28,0,2022-09-29 13:05:20,2022-10-19 07:12:57,null,null,null,null,null,null,null,null,null,null,null,null,null,null
998,MBS022788678N,null,MBS022788678N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/04/20/6f74feae-37bc-446e-a44a-997e639ae8d1.jpg,facebook,bad-with-trans:middle,01,机器,01,已处理,2022-10-17 00:00:00,310.05,8845,59,3759.5,92,0,2022-09-29 13:05:20,2022-10-19 07:12:25,null,null,null,null,null,null,null,null,null,null,null,null,null,null
999,LLI022288054N,null,LLI022288054N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/09/fa85afb4-0b03-4bf5-9563-c4e28e11a097.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-10-10 00:00:00,3.79,67,0,24.14,85,0,2022-09-29 13:05:20,2022-10-19 07:14:36,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1000,HTL022180753N,null,HTL022180753N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/12/b6f58386-fbe0-4a6a-8359-15011e95f338.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-10-17 00:00:00,5.53,72,0,130.03,92,0,2022-09-29 13:05:20,2022-10-19 07:13:53,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1003,HPC023873435N,null,HPC023873435N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/07/25/7-t-b339fd9a-384d-4ce9-b22d-1ac57166efd1.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-11-10 00:00:00,0.00,80,0,43.02,5,0,2022-09-29 13:05:20,2022-11-11 02:03:16,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1004,HKA022297711N,null,HKA022297711N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/09/6b82027e-21ec-46a0-bb9a-f1dd27ad6d28.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-10-17 00:00:00,25.08,169,0,40.62,89,0,2022-09-29 13:05:20,2022-10-19 07:13:53,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1006,ESD023413610N,null,ESD023413610N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/07/12/46-t-4d117964-ecfb-4e1f-8bb9-e6907ff042de.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-11-10 00:00:00,0.11,59,0,8.84,102,0,2022-09-29 13:05:20,2022-11-11 02:03:16,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1007,EMP022823504N,null,EMP022823504N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/05/10/e573bbaf-b94f-47f4-a52c-90c4eb2b70a8.jpg,facebook,bad-with-trans:tail,01,机器,01,已处理,2022-10-10 00:00:00,0.00,405,7,397.86,62,0,2022-09-29 13:05:20,2022-10-20 02:22:48,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1008,EMP020502965N,null,EMP020502965N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/10/fce8b4e5-2cce-473e-9cbd-502e6fbbe047.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-11-10 00:00:00,0.05,25,0,3.32,99,0,2022-09-29 13:05:20,2022-11-11 02:03:16,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1009,EMP019686207N,null,EMP019686207N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/10/51a3bd45-16ac-478c-acb5-19b6879d5348.jpg,facebook,bad-low-site-usage,01,机器,02,未处理,2022-11-10 00:00:00,0.00,13,0,3.01,110,0,2022-09-29 13:05:20,2022-11-11 02:03:16,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1010,EMP017774559N,null,EMP017774559N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/11/05026bb4-18fd-4b81-af2d-a265679aad80.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-10-17 00:00:00,0.00,6,0,33.27,51,0,2022-09-29 13:05:20,2022-10-19 07:13:53,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1011,EMP016847728N,null,EMP016847728N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/05/10/c7dc91d4-8e7a-4b9c-bd58-8dde0ecd89f1.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-11-10 00:00:00,0.02,144,0,61.15,102,0,2022-09-29 13:05:20,2022-11-11 02:03:16,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1012,EDP018776746N,null,EDP018776746N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/10/b188a97a-f79e-40bb-afbc-c5da8b87cf98.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-11-10 00:00:00,0.00,101,0,9.11,60,0,2022-09-29 13:05:20,2022-11-11 02:03:16,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1013,EDA022684987N,null,EDA022684987N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/02/15/6eb8a233-dbfa-4f7f-bbf2-5fc11e61bbde.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-10-17 00:00:00,0.00,69,0,135.44,56,0,2022-09-29 13:05:20,2022-10-19 07:13:53,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1015,EDA022503163N,null,EDA022503163N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/02/15/733013c6-dd88-48ef-a6ad-0c4160d52653.jpg,facebook,bad-with-trans:tail,01,机器,01,已处理,2022-10-10 00:00:00,87.36,939,9,354.6,85,0,2022-09-29 13:05:20,2022-10-20 02:22:48,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1016,EDA022503073N,null,EDA022503073N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/02/15/87971034-8539-492a-90d0-fbcd72c4a77f.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-10-17 00:00:00,2.37,15,0,111.26,92,0,2022-09-29 13:05:20,2022-10-19 07:13:53,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1017,EDA022497841N,null,EDA022497841N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/02/14/b2c7c791-b7dc-4212-836d-efa58a92be32.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-11-10 00:00:00,0.00,3,0,4.98,59,0,2022-09-29 13:05:20,2022-11-11 02:03:16,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1018,EDA019411753N,null,EDA019411753N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/11/0cdf3f42-cf78-467f-bca3-2228ddaba06c.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-11-10 00:00:00,0.00,37,0,6.97,59,0,2022-09-29 13:05:20,2022-11-11 02:03:16,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1019,ECP022199719N,null,ECP022199719N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/11/677063a7-c72b-4553-8df9-f9a9cff38dc9.jpg,facebook,bad-low-site-usage,01,机器,02,未处理,2022-10-17 00:00:00,0.00,14,0,23.46,66,0,2022-09-29 13:05:20,2022-10-18 02:10:26,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1020,ECO023868860N,null,ECO023868860N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/07/25/62-t-0b4f6df9-316d-4bd2-83ec-425f41ad1a8d.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-10-17 00:00:00,117.75,171,0,606.17,72,0,2022-09-29 13:05:20,2022-10-19 07:13:53,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1021,ECA022420357N,null,ECA022420357N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/01/15/f860f7df-907f-42ec-abc2-872eda796e02.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-11-10 00:00:00,0.00,83,0,29.3,85,0,2022-09-29 13:05:20,2022-11-11 02:03:16,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1022,DWS021200837N,null,DWS021200837N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/09/f931187f-5e29-49fd-a1b3-b3452e210080.jpg,facebook,bad-with-trans:tail,01,机器,01,已处理,2022-10-17 00:00:00,16.2,1496,36,996.66,92,0,2022-09-29 13:05:20,2022-10-19 07:12:57,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1023,DTA022857127N,null,DTA022857127N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/05/24/df884e8e-c4b4-43ba-9b6f-65eb0b128edc.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-10-17 00:00:00,181.4,76,0,1274.95,83,0,2022-09-29 13:05:20,2022-10-19 07:13:53,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1026,DSD022898383N,null,DSD022898383N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/06/17/36-t-e043c2cc-5848-469a-b24a-285b014ba31e.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-10-17 00:00:00,8.65,79,0,44.29,81,0,2022-09-29 13:05:20,2022-10-19 07:13:53,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1027,DSD021972268N,null,DSD021972268N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/14/ee58d9fa-6587-4d98-a211-7ae245cbcea8.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-11-10 00:00:00,0.02,47,0,5.1,98,0,2022-09-29 13:05:20,2022-11-11 02:03:16,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1028,DSD020579921N,null,DSD020579921N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/08/b3d29189-6501-4900-9c18-61b4e5dbef48.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-11-10 00:00:00,0.00,68,0,17.19,83,0,2022-09-29 13:05:20,2022-11-11 02:03:16,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1029,DPO024346758N,null,DPO024346758N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/09/07/29-t-931a456f-2c5c-4b0b-a571-5c634d272fa2.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-10-09 00:00:00,53.43,155,0,158.63,27,0,2022-09-29 13:05:20,2022-10-19 07:14:36,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1030,DKT023684084N,null,DKT023684084N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/07/18/29-t-edcbb066-0e30-4e0f-8ba0-13c688522aa7.jpg,facebook,bad-low-site-usage,01,机器,02,未处理,2022-11-03 00:00:00,0.10,39,0,23.55,91,0,2022-09-29 13:05:20,2022-11-04 02:45:09,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1031,DKF022315763N,null,DKF022315763N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/14/2f297e3c-0f58-4257-991d-1f1bb757cb2d.jpg,facebook,bad-with-trans:tail,01,机器,01,已处理,2022-10-17 00:00:00,0.00,997,6,1002.65,57,0,2022-09-29 13:05:20,2022-10-19 07:12:57,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1032,DHC022459167N,null,DHC022459167N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/01/24/3a40df30-4e9e-458e-b0a0-a9ab27d47e48.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-11-10 00:00:00,0.00,20,0,5.16,53,0,2022-09-29 13:05:20,2022-11-11 02:03:16,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1033,CNA022765240N,null,CNA022765240N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/08/07d65cd4-e261-4160-b4a0-fd6bd2f6f75b.jpg,facebook,bad-low-site-usage,01,机器,02,未处理,2022-10-17 00:00:00,2.08,26,0,28.72,92,0,2022-09-29 13:05:20,2022-10-18 02:10:26,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1034,CNA018185339N,null,CNA018185339N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/08/aa03520b-5b35-49b1-b373-f0490fed1cc7.jpg,facebook,bad-with-trans:middle,01,机器,01,已处理,2022-10-17 00:00:00,290.78,9911,64,3755.62,92,0,2022-09-29 13:05:20,2022-10-19 07:12:25,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1035,CHK021630262N,null,CHK021630262N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/09/6255b2c4-a5d0-49d7-af52-095071d64a82.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-10-05 00:00:00,52.91,158,0,327.84,80,0,2022-09-29 13:05:20,2022-10-19 07:14:36,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1036,CHH022385663N,null,CHH022385663N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/04/18/5989f2ab-8073-46ff-bd9c-fd5002ffb845.jpg,facebook,bad-with-trans:tail,01,机器,01,已处理,2022-10-17 00:00:00,18.43,1164,13,458.5,84,0,2022-09-29 13:05:20,2022-10-19 07:12:57,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1037,CHH021927464N,null,CHH021927464N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/11/1f29b6b7-4fff-42da-8ecd-bafefd51d3c8.jpg,facebook,bad-with-trans:top,01,机器,02,未处理,2022-10-16 00:00:00,3157.76,6665,185,8561.32,85,0,2022-09-29 13:05:20,2022-10-17 02:08:11,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1038,CHA018054709N,null,CHA018054709N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/08/4e31d258-dd12-405e-aab3-a283dbade5a0.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-10-16 00:00:00,79.91,104,0,569.17,91,0,2022-09-29 13:05:20,2022-10-19 07:14:36,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1039,CCR016968358N,null,CCR016968358N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/12/16c067af-f95e-446b-afef-bc98010308e3.jpg,facebook,bad-with-trans:middle,01,机器,01,已处理,2022-10-17 00:00:00,76.26,5409,51,2534.26,89,0,2022-09-29 13:05:20,2022-10-19 07:12:25,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1040,CBA022043668N,null,CBA022043668N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/10/a0efd8ba-1810-4740-ba02-b8eb17f53c16.jpg,facebook,bad-with-trans:middle,01,机器,01,已处理,2022-11-10 00:00:00,0.14,15294,90,3118.2,112,0,2022-09-29 13:05:20,2022-11-11 02:03:16,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1041,BNA022910515N,null,BNA022910515N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/06/21/36-t-4c6d2cbb-38cc-4122-b336-d9e73a77d196.jpg,facebook,bad-with-trans:tail,01,机器,01,已处理,2022-10-17 00:00:00,97.4,3753,45,2015.21,83,0,2022-09-29 13:05:20,2022-10-19 07:12:57,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1042,BNA022739475N,null,BNA022739475N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/05/09/86269489-b998-4d5e-8f2a-2522f4c8827b.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-10-17 00:00:00,0.16,33,0,74.62,68,0,2022-09-29 13:05:20,2022-10-19 07:13:53,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1043,BNA022482967N,null,BNA022482967N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/02/09/784c72ae-7549-4544-b405-264c9ddea521.jpg,facebook,bad-with-trans:tail,01,机器,01,已处理,2022-10-17 00:00:00,41.54,317,8,673.23,92,0,2022-09-29 13:05:20,2022-10-19 07:12:57,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1045,ACS022468412N,null,ACS022468412N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/01/26/78b6163c-f228-41f3-a645-bea318d77260.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-10-17 00:00:00,21.78,93,0,97.91,59,0,2022-09-29 13:05:20,2022-10-19 07:13:53,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1047,ACP021266628N,null,ACP021266628N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/10/3209fd93-f00d-4573-b961-8c8bce84f4a7.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-10-17 00:00:00,72.04,256,0,301.01,92,0,2022-09-29 13:05:20,2022-10-19 07:13:53,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1048,XXX023957861N,null,XXX023957861N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/08/03/6-t-57860a3c-3691-4b97-b1dc-0f95953bdb00.jpg,facebook,bad-with-trans:middle,01,机器,01,已处理,2022-10-17 00:00:00,0.00,921,10,2640.01,41,0,2022-09-29 13:05:20,2022-10-19 07:12:25,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1049,XXX022605780N,null,XXX022605780N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/03/02/a808c8cc-de64-41b8-8def-a19dafc920b2.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-10-17 00:00:00,0.31,17,0,38.37,92,0,2022-09-29 13:05:20,2022-10-19 07:13:53,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1050,XXX022465451N,null,XXX022465451N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/01/25/d3912923-0146-4b69-ad9b-1596ce1e2544.jpg,facebook,bad-with-trans:tail,01,机器,01,已处理,2022-10-17 00:00:00,0.00,836,6,520.07,33,0,2022-09-29 13:05:20,2022-10-20 02:22:36,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1052,XXX021715799N,null,XXX021715799N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/10/4f1c38e7-496e-45e3-ac1a-6a209265cde2.jpg,facebook,bad-with-trans:middle,01,机器,01,已处理,2022-11-10 00:00:00,0.00,12818,41,1590.7,61,0,2022-09-29 13:05:20,2022-11-11 02:03:16,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1053,XXX021707437N,null,XXX021707437N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/12/cd3baca6-d90b-4782-8774-75bc72265011.jpg,facebook,bad-with-trans:tail,01,机器,01,已处理,2022-10-10 00:00:00,0.00,886,7,293.12,33,0,2022-09-29 13:05:20,2022-10-20 02:22:36,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1054,WWT020723816N,null,WWT020723816N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/12/68ac30c7-4dfb-4a5e-b6fa-ee0bfd7d72ed.jpg,facebook,bad-with-trans:tail,01,机器,01,已处理,2022-10-17 00:00:00,0.00,1527,5,164.08,30,0,2022-09-29 13:05:20,2022-10-20 02:22:36,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1055,WWL022223661N,null,WWL022223661N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/10/a48bfd07-335e-4e54-b712-e458b8741eb5.jpg,facebook,bad-with-trans:middle,01,机器,01,已处理,2022-10-16 00:00:00,517.03,6401,90,3849.52,91,0,2022-09-29 13:05:20,2022-10-20 02:21:58,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1057,WWA022119497N,null,WWA022119497N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/09/177760e8-b6c7-4749-9033-113e4466fe72.jpg,facebook,bad-with-trans:tail,01,机器,01,已处理,2022-10-10 00:00:00,0.00,739,5,321.26,32,0,2022-09-29 13:05:20,2022-10-20 02:22:36,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1060,WSK022332500N,null,WSK022332500N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/21/6e9547c5-5730-4a56-878c-a05dd000ab19.jpg,facebook,bad-with-trans:middle,01,机器,01,已处理,2022-10-17 00:00:00,142.36,4764,37,3698.77,92,0,2022-09-29 13:05:20,2022-10-19 07:12:25,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1061,WSK020725679N,null,WSK020725679N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/06/21/30-t-5430f67a-0c86-4d15-b2d0-1b25ec0c6c71.jpg,facebook,bad-with-trans:tail,01,机器,01,已处理,2022-10-17 00:00:00,0.00,1255,7,986.81,31,0,2022-09-29 13:05:20,2022-10-20 02:22:36,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1063,WLS021937042N,null,WLS021937042N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/04/09/e52b4812-bd26-4898-99dd-9f1b4049ebf1.jpg,facebook,bad-with-trans:tail,01,机器,01,已处理,2022-11-10 00:00:00,0.00,1986,10,468.81,33,0,2022-09-29 13:05:20,2022-11-11 02:03:16,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1064,WLS021120789N,null,WLS021120789N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/08/0318b3a2-323a-4886-b508-2568f230189b.jpg,facebook,bad-with-trans:tail,01,机器,01,已处理,2022-10-17 00:00:00,20.93,1630,12,596.55,92,0,2022-09-29 13:05:20,2022-10-20 02:22:36,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1066,WDR022548606N,null,WDR022548606N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2022/02/21/afecad54-3510-4587-a5e1-fd4a3eb45905.jpg,facebook,bad-with-trans:middle,01,机器,01,已处理,2022-10-17 00:00:00,215.62,13305,76,5293.09,92,0,2022-09-29 13:05:20,2022-10-19 07:12:25,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1069,WDR020469483N,null,WDR020469483N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/08/8443f216-95df-47cd-9621-2a85c16a6152.jpg,facebook,bad-with-trans:middle,01,机器,01,已处理,2022-10-17 00:00:00,0.00,1817,8,730.25,28,0,2022-09-29 13:05:20,2022-10-19 07:12:25,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1070,WDR020050299N,null,WDR020050299N,https://multimedia-image.s3.us-west-2.amazonaws.com/product-center-main/2021/12/08/c6e06a3a-ae17-4742-9cd2-38e0e47294e3.jpg,facebook,bad-no-trans,01,机器,01,已处理,2022-11-10 00:00:00,0.01,39,0,7.55,111,0,2022-09-29 13:05:20,2022-11-11 02:03:16,null,null,null,null,null,null,null,null,null,null,null,null,null,null
