id,pno,sku_id,item_sku_key,ad_channel,merchant_business_id,catalog_feed_id,catalog_feed_name,handle_status,handle_status_desc,deleted,create_time,update_time,operator_name,operator_user_id
194,SFT022705925N,null,SFT022705925N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-10 05:58:33,2022-10-10 05:58:33,null,null
195,EDA022701514N,null,EDA022701514N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-10 05:58:33,2022-10-10 05:58:33,null,null
196,EDA022531414N,null,EDA022531414N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-10 05:58:33,2022-10-10 05:58:33,null,null
198,EDA022503093N,null,EDA022503093N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-10 05:58:33,2022-10-10 05:58:33,null,null
199,EDA016766208N,null,EDA016766208N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-10 05:58:33,2022-10-10 05:58:33,null,null
200,DTA022140182N,null,DTA022140182N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-10 05:58:33,2022-10-10 05:58:33,null,null
202,DSD019153698N,null,DSD019153698N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-10 05:58:33,2022-10-10 05:58:33,null,null
203,DKF022266818N,null,DKF022266818N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-10 05:58:33,2022-10-10 05:58:33,null,null
204,DHD022458811N,null,DHD022458811N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-10 05:58:33,2022-10-10 05:58:33,null,null
205,DHD016939849N,null,DHD016939849N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-10 05:58:33,2022-10-10 05:58:33,null,null
206,DFS022561686N,null,DFS022561686N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-10 05:58:33,2022-10-10 05:58:33,null,null
207,DBT021855232N,null,DBT021855232N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-10 05:58:33,2022-10-10 05:58:33,null,null
208,CNA022391854N,null,CNA022391854N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-10 05:58:33,2022-10-10 05:58:33,null,null
209,CNA022223082N,null,CNA022223082N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-10 05:58:33,2022-10-10 05:58:33,null,null
210,CHK021050241N,null,CHK021050241N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-10 05:58:33,2022-10-10 05:58:33,null,null
211,CHH018568692N,null,CHH018568692N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-10 05:58:33,2022-10-10 05:58:33,null,null
212,CCR023761809N,null,CCR023761809N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-10 05:58:33,2022-10-10 05:58:33,null,null
213,CCR022284191N,null,CCR022284191N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-10 05:58:33,2022-10-10 05:58:33,null,null
214,CBG022165066N,null,CBG022165066N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-10 05:58:33,2022-10-10 05:58:33,null,null
215,BWB021445653N,null,BWB021445653N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-10 05:58:33,2022-10-10 05:58:33,null,null
216,BMO016911044N,null,BMO016911044N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-10 05:58:33,2022-10-10 05:58:33,null,null
217,BBS021539482N,null,BBS021539482N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-10 05:58:33,2022-10-10 05:58:33,null,null
218,BBM022730756N,null,BBM022730756N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-10 05:58:33,2022-10-10 05:58:33,null,null
219,BBM017420910N,null,BBM017420910N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-10 05:58:33,2022-10-10 05:58:33,null,null
220,ACP022012943N,null,ACP022012943N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-10 05:58:33,2022-10-10 05:58:33,null,null
222,XXX021716933N,null,XXX021716933N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-10 05:58:33,2022-10-10 05:58:33,null,null
224,XXX000709318N,null,XXX000709318N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-10 05:58:33,2022-10-10 05:58:33,null,null
227,HFH021850342N,null,HFH021850342N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-10 05:58:33,2022-10-10 05:58:33,null,null
232,TFA021831945N,null,TFA021831945N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-10 05:58:33,2022-10-10 05:58:33,null,null
233,TET022485334N,null,TET022485334N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-10 05:58:33,2022-10-10 05:58:33,null,null
234,TET022253646N,null,TET022253646N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-10 05:58:33,2022-10-10 05:58:33,null,null
237,EMP021916920N,null,EMP021916920N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-10 05:58:33,2022-10-10 05:58:33,null,null
238,SWS003636169N,null,SWS003636169N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-10 05:58:33,2022-10-10 05:58:33,null,null
241,SPR022304447N,null,SPR022304447N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-10 05:58:33,2022-10-10 05:58:33,null,null
243,SGS022645574N,null,SGS022645574N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-10 05:58:33,2022-10-10 05:58:33,null,null
244,SFT022752221N,null,SFT022752221N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-10 05:58:33,2022-10-10 05:58:33,null,null
246,SFE023867456N,null,SFE023867456N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-10 05:58:33,2022-10-10 05:58:33,null,null
247,SCB022536840N,null,SCB022536840N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-10 05:58:33,2022-10-10 05:58:33,null,null
248,PAW017007005N,null,PAW017007005N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-10 05:58:33,2022-10-10 05:58:33,null,null
253,MJA024195802N,null,MJA024195802N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-18 06:49:10,2022-10-18 06:49:10,null,null
254,POC023752136N,null,POC023752136N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-18 06:49:28,2022-10-18 06:49:28,null,null
255,WWO021065781N,null,WWO021065781N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-18 06:50:03,2022-10-18 06:50:03,null,null
256,UPA023537857N,null,UPA023537857N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-18 06:50:38,2022-10-18 06:50:38,null,null
257,XXX022783755N,null,XXX022783755N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-18 06:50:38,2022-10-18 06:50:38,null,null
259,HCA024370236N,null,HCA024370236N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-18 07:03:50,2022-10-18 07:03:50,null,null
297,BNA022525606N,null,BNA022525606N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-18 07:07:29,2022-10-18 07:07:29,null,null
300,TNE022644397N,null,TNE022644397N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-18 07:07:29,2022-10-18 07:07:29,null,null
304,MPW022856431N,null,MPW022856431N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-18 07:07:29,2022-10-18 07:07:29,null,null
313,TET021878712N,null,TET021878712N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-18 07:10:35,2022-10-18 07:10:35,null,null
314,PBC022782343N,null,PBC022782343N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-18 08:23:21,2022-10-18 08:23:21,null,null
317,MSU022957502N,null,MSU022957502N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
318,HCA022261605N,null,HCA022261605N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
319,BFB022130023N,null,BFB022130023N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
320,SCB023721316N,null,SCB023721316N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
321,WWT023709039N,null,WWT023709039N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
322,TMT023545957N,null,TMT023545957N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
323,BBM023716173N,null,BBM023716173N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
324,SMC022887072N,null,SMC022887072N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
325,EDA023655730N,null,EDA023655730N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
326,CLZ023718965N,null,CLZ023718965N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
327,XXX022771077N,null,XXX022771077N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
328,UPH022999421N,null,UPH022999421N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
329,SCB024070221N,null,SCB024070221N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
330,UPA023528441N,null,UPA023528441N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
331,SMC023182052N,null,SMC023182052N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
332,MSF022969911N,null,MSF022969911N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
333,SSR024300199N,null,SSR024300199N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
334,ACE022483802N,null,ACE022483802N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
336,AAV023174552N,null,AAV023174552N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
337,HAP024553205N,null,HAP024553205N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
338,MJA023609481N,null,MJA023609481N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
339,SCB024569158N,null,SCB024569158N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
340,CCR024299906N,null,CCR024299906N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
341,BNA022894401N,null,BNA022894401N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
342,SSR022736226N,null,SSR022736226N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
343,SMC024076783N,null,SMC024076783N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
344,AAV022459799N,null,AAV022459799N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
345,EMP023503710N,null,EMP023503710N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
346,SMI022819470N,null,SMI022819470N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
347,SSR024567715N,null,SSR024567715N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
348,ACP022444319N,null,ACP022444319N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
349,ACP022442686N,null,ACP022442686N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
350,SPR022377427N,null,SPR022377427N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
351,AAV022412162N,null,AAV022412162N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
352,SMS023946703N,null,SMS023946703N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
353,PSP021425501N,null,PSP021425501N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
354,PSP021418900N,null,PSP021418900N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
355,WDR023463705N,null,WDR023463705N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
356,TOT022529481N,null,TOT022529481N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
358,BNA023701754N,null,BNA023701754N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
359,DSD023150517N,null,DSD023150517N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
360,EDA024147223N,null,EDA024147223N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
361,SSR024563746N,null,SSR024563746N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
362,SWS023070283N,null,SWS023070283N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
363,CCR022945001N,null,CCR022945001N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
364,EMP023622427N,null,EMP023622427N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
365,ACP022408441N,null,ACP022408441N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
366,EMP023458625N,null,EMP023458625N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
367,HAP023171211N,null,HAP023171211N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
368,MJA021947128N,null,MJA021947128N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
369,SMC022790284N,null,SMC022790284N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
370,EMP023838731N,null,EMP023838731N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
371,HCA023972390N,null,HCA023972390N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
372,DKF022013544N,null,DKF022013544N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
373,TET022674702N,null,TET022674702N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
374,CCR024269740N,null,CCR024269740N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
375,CBG021728336N,null,CBG021728336N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
376,SCB023068201N,null,SCB023068201N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
377,BOC023473078N,null,BOC023473078N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
378,EMP022912531N,null,EMP022912531N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
379,ABA022489112N,null,ABA022489112N,facebook,null,634487371172854,WholeeShopping-Multi,01,已处理,0,2022-10-19 07:14:15,2022-10-19 07:14:15,null,null
